part_place,part_name,house_type,house_big,floor,house_direct,house_sale_money,house_price,house_age,house_sale_time
龙岗 布吉,信义假日名城博雅园,2室2厅,70,中楼层,东南,300,42857,2002,2016.05
宝安 西乡,天骄世家,2室2厅,73,高楼层,东北,362,49589,未知,2016.05
福田 新洲,嘉洲富苑,1室1厅,36,中楼层,西,226,62777,2012,2016.05
龙华新区 龙华中心,丹枫雅苑,1室1厅,49,低楼层,西南,185,37755,2008,2016.05
宝安 新安,碧涛居,3室2厅,105,低楼层,东南,502,47809,1998,2016.05
龙岗 龙岗中心,中海康城国际,2室1厅,65,中楼层,西北,250.8,38584,2007,2016.05
福田 华强南,桐林城市广场,1室1厅,32,中楼层,西南,201,62812,2012,2016.05
龙岗 龙岗中心,万科翰邻城,3室2厅,78,中楼层,南,322,41282,2011,2016.05
龙华新区 深圳北站,莱蒙水榭春天5期,4室2厅,147,低楼层,南 北,1080,73469,2012,2016.05
南山 南山中心,向南西海花园,3室2厅,114,中楼层,南 北,680,59649,2003,2016.05
福田 梅林,梅林一村十二区,4室2厅,118,中楼层,西北,688,58305,2000,2016.05
福田 福田保税区,福源花园三期,1室0厅,34,中楼层,南,181.8,53470,2000,2016.05
福田 福田中心,彩福大厦,0室1厅,49,高楼层,西,222,45306,2001,2016.05
罗湖 清水河,龙园山庄,2室1厅,69,中楼层,南,253,36666,1997,2016.05
龙岗 横岗,隆盛花园,3室2厅,108,高楼层,东南,287,26574,2001,2016.05
龙华新区 深圳北站,书香门第上河坊,2室1厅,43,中楼层,西,235,54651,2009,2016.05
宝安 宝安中心,花样年花郡(宝安),1室0厅,28,中楼层,西北,160,57142,2010,2016.05
南山 华侨城,陶然居,1室1厅,32,中楼层,南,121,37812,2000,2016.05
龙岗 布吉,龙珠花园(布吉),3室2厅,76,中楼层,西南,246,32368,1999,2016.05
龙岗 布吉,慢城,3室2厅,85,高楼层,南 北,318,37411,2006,2016.05
龙岗 布吉,国展苑,2室1厅,73,中楼层,东南,228,31232,2002,2016.05
龙岗 布吉,德福花园,2室1厅,47,中楼层,西,140,29787,1998,2016.05
宝安 桃源居,桃源居十三区,3室2厅,103,高楼层,南,369,35825,2003,2016.05
龙华新区 深圳北站,世纪春城四期,2室2厅,77,低楼层,南,362,47012,2008,2016.05
龙华新区 深圳北站,绿景香颂,4室2厅,89,低楼层,东北,455,51123,2013,2016.05
龙岗 布吉,观山大卫华庭,3室2厅,89,高楼层,南,412,46292,2013,2016.05
南山 西丽,桃源村二区,3室2厅,93,高楼层,北,448,48172,2000,2016.05
南山 南山中心,保利城花园,3室2厅,109,高楼层,南,730,66972,2002,2016.05
南山 华侨城,陶然居,1室1厅,31,低楼层,南,123.8,39935,2000,2016.05
宝安 新安,32区,3室2厅,86,中楼层,东南,258,30000,1992,2016.05
南山 南头,愉康大厦,2室2厅,86,高楼层,东南,380,44186,1997,2016.04
龙岗 横岗,信义御城豪园,3室2厅,85,中楼层,西南,356,41882,2013,2016.04
南山 深圳湾,太古城南,2室1厅,47,中楼层,南,470,100000,2011,2016.04
福田 上下沙,好景豪园,3室2厅,119,中楼层,东南,590,49579,2009,2016.04
福田 华侨城,金海燕花园,3室2厅,86,低楼层,西北,626,72790,1997,2016.04
宝安 新安,中洲华府,2室1厅,73,高楼层,东南,437,59863,2015,2016.04
龙岗 龙岗中心,天健现代城,3室2厅,127,低楼层,南 北,425,33464,2007,2016.04
罗湖 地王,风格名苑,1室0厅,31,高楼层,东北,175.5,56612,2006,2016.04
龙华新区 清湖,龙华花半里花园,3室2厅,86,低楼层,东南,373.66,43448,2012,2016.04
宝安 西乡,天骄世家,3室1厅,106,中楼层,东,510,48113,未知,2016.04
龙岗 布吉,祥云苑,3室2厅,78,高楼层,东南,246.8,31641,1998,2016.04
龙岗 布吉,佳兆业可园六期,2室2厅,72,低楼层,北,317,44027,2009,2016.04
南山 西丽,宝珠花园,4室1厅,118,高楼层,南 北,535,45338,2000,2016.04
罗湖 笋岗,虹桥星座大厦,1室0厅,32,高楼层,北,139,43437,2004,2016.04
龙岗 布吉,吉星花园,2室1厅,76,中楼层,东南,210,27631,1985,2016.04
龙岗 南联,新城花园龙岗,3室2厅,124,低楼层,南,200,16129,1995,2016.04
宝安 新安,中洲华府,1室1厅,50,高楼层,东南,310,62000,2015,2016.04
南山 后海,云海天城,2室1厅,77,高楼层,西,439,57012,2003,2016.04
南山 前海,椰风海岸,3室2厅,87,高楼层,南,580,66666,2003,2016.04
南山 南头,南山医院家属楼,3室2厅,100,中楼层,东南,448,44800,未知,2016.04
南山 白石洲,中海深圳湾畔花园,3室2厅,104,高楼层,西北,673,64711,2003,2016.04
宝安 桃源居,桃源盛景园十五区,3室2厅,111,中楼层,南,516,46486,未知,2016.04
宝安 宝安中心,西城雅筑,2室1厅,50,高楼层,东北,355,71000,未知,2016.04
福田 华侨城,新浩城花园,3室2厅,176,未知楼层,西南,1050,59659,1999,2016.04
南山 后海,滨海之窗,3室2厅,108,高楼层,南,946,87592,2004,2016.04
罗湖 黄贝岭,福德花园,1室1厅,39,中楼层,西北,183,46923,1998,2016.04
龙岗 布吉,龙珠花园(布吉),3室1厅,78,中楼层,东北,235,30128,1999,2016.04
龙岗 南联,锦城星苑,1室0厅,28,高楼层,东南,60,21428,2006,2016.04
福田 石厦,益田村,3室2厅,97,低楼层,北,535,55154,2001,2016.04
南山 白石洲,祥祺花园,3室2厅,94,低楼层,南,490,52127,1997,2016.04
罗湖 百仕达,万事达名苑,3室2厅,92,高楼层,东南,470,51086,未知,2016.04
福田 梅林,银海苑,2室2厅,64,低楼层,南,300,46875,2000,2016.04
龙岗 龙岗中心,爱地花园二期,2室1厅,78,中楼层,南,248,31794,未知,2016.04
罗湖 罗湖口岸,庐山花园,1室1厅,50,中楼层,东南,193,38600,1997,2016.04
南山 蛇口,南海玫瑰花园三期,4室2厅,150,中楼层,东南,1250,83333,2006,2016.04
福田 梅林,华茂苑,3室1厅,92,中楼层,东,25,2717,1997,2016.04
宝安 西乡,中粮幸福花园,2室2厅,40,高楼层,西南,226,56500,2008,2016.04
宝安 西乡,宝安新村,3室2厅,89,低楼层,东南,360,40449,1997,2016.04
福田 皇岗,星河华居,3室1厅,91,低楼层,南,470,51648,2002,2016.04
南山 后海,雅仕荔景苑,1室1厅,35,中楼层,西,231,66000,2002,2016.04
盐田 盐田港,花样年花港家园,1室0厅,30,低楼层,西南,85,28333,2007,2016.04
龙岗 布吉,桂芳园六期,2室2厅,76,中楼层,东南,304,40000,2005,2016.04
龙华新区 清湖,美丽365花园,3室2厅,78,中楼层,东南,300,38461,2002,2016.04
龙华新区 清湖,美丽365花园,3室2厅,102,中楼层,东南,356,34901,2009,2016.04
福田 梅林,蓝天绿都家园,3室2厅,79,高楼层,北,338,42784,2003,2016.04
福田 石厦,益田村,3室2厅,77,中楼层,北,463.2,60155,未知,2016.04
福田 福田中心,彩福大厦,1室0厅,51,高楼层,南,225,44117,2001,2016.04
福田 莲花,莲花北村,3室2厅,88,高楼层,北,516,58636,1993,2016.04
龙岗 南联,万象天成,1室0厅,40,中楼层,西北,133,33250,2009,2016.04
宝安 西乡,中熙香缤山,4室2厅,89,低楼层,东南,448,50337,2014,2016.04
龙岗 布吉,丽廷豪苑,2室2厅,64,中楼层,南,204,31875,2002,2016.04
罗湖 百仕达,鸿园居,2室1厅,68,低楼层,南,296,43529,2000,2016.04
罗湖 百仕达,东乐花园,3室2厅,95,中楼层,东北,345,36315,1993,2016.04
南山 华侨城,锦绣花园(南山区),4室2厅,177,中楼层,东南,1300,73446,2001,2016.04
南山 白石洲,深圳湾花园,5室2厅,184,低楼层,南 北,1150,62500,1996,2016.04
宝安 新安,32区,3室2厅,86,中楼层,东南,258,30000,1992,2016.04
南山 白石洲,祥祺花园,3室2厅,96,低楼层,南,460,47916,1997,2016.04
宝安 西乡,碧海富通城三期,3室2厅,58,中楼层,东北,373,64310,2007,2016.04
龙岗 布吉,康达尔花园二期,3室2厅,89,高楼层,东北,311,34943,未知,2016.04
罗湖 清水河,丰湖花园,2室1厅,63,低楼层,北,257,40793,2009,2016.04
南山 前海,阳光花地苑,1室1厅,41,高楼层,东南,285,69512,未知,2016.04
宝安 新安,天源大厦,3室0厅,79,低楼层,东南,220,27848,1994,2016.04
宝安 宝安中心,御景湾,3室2厅,81,未知楼层,南,470,58024,2004,2016.04
南山 红树湾,中信红树湾北区,2室2厅,191,中楼层,西南,1980,103664,2007,2016.04
南山 南头,马家龙方卉园,1室1厅,42,低楼层,西南,230,54761,未知,2016.04
南山 蛇口,金竹园,2室1厅,59,中楼层,南,380,64406,1988,2016.04
龙华新区 深圳北站,绿景公馆1866南区,3室2厅,86,中楼层,南 北,451.35,52482,2013,2016.04
龙华新区 龙华中心,风和日丽,3室2厅,98,低楼层,南,403,41122,2001,2016.04
龙岗 坂田,万科四季花城,2室2厅,70,低楼层,东,333,47571,2000,2016.04
福田 八卦岭,意馨居,1室0厅,35,中楼层,南,188,53714,未知,2016.04
福田 景田,安栢丽晶,3室2厅,127,高楼层,东,780,61417,2003,2016.04
罗湖 春风路,向欣苑,2室1厅,58,低楼层,南,180,31034,1996,2016.04
龙华新区 龙华中心,银泉花园,1室1厅,49,低楼层,东南,170,34693,1999,2016.04
南山 前海,阳光花地苑,1室1厅,40,高楼层,西,260,65000,未知,2016.04
龙岗 布吉,德兴花园,2室2厅,77,中楼层,南 北,230,29870,1995,2016.04
宝安 桃源居,桃源居五区,5室1厅,77,高楼层,南,379,49220,2001,2016.04
福田 石厦,合正佳园,2室2厅,83,中楼层,西,542,65301,2003,2016.04
福田 石厦,益田村,3室2厅,91,高楼层,北,504.8,55472,2002,2016.04
龙岗 南联,深房传麒尚林,3室2厅,89,高楼层,西南,271.5,30505,2013,2016.04
龙华新区 民治,潜龙鑫茂花园B区,2室2厅,61,中楼层,北,278,45573,2006,2016.04
南山 科技园,通讯小区,3室2厅,90,高楼层,南,487,54111,1996,2016.04
宝安 桃源居,桃源居五区,2室2厅,78,中楼层,南,322,41282,2001,2016.04
龙岗 横岗,THE TOWN乐城,3室2厅,89,高楼层,南,318,35730,未知,2016.04
福田 景田,侨福大厦,1室0厅,33,高楼层,东南,175,53030,2013,2016.04
福田 景田,时代华庭,3室2厅,105,低楼层,南,560,53333,2009,2016.04
龙岗 龙岗中心,和煦苑,2室2厅,74,低楼层,南,230,31081,2004,2016.04
福田 石厦,益田村,3室2厅,89,中楼层,东南,500,56179,1994,2016.04
福田 华强南,京基御景华城,1室0厅,32,中楼层,东北,162,50625,2005,2016.04
龙岗 布吉,桂芳园六期,2室2厅,76,中楼层,东北,302.5,39802,2005,2016.04
南山 南山中心,龙佳园,1室1厅,37,中楼层,南,165,44594,2005,2016.04
宝安 西乡,御龙居,3室2厅,135,低楼层,东南,498,36888,2004,2016.04
宝安 宝安中心,海韵花园,2室2厅,75,低楼层,西南,326,43466,1999,2016.04
龙华新区 深圳北站,绿景公馆1866南区,4室2厅,123,中楼层,南,210,17073,2013,2016.04
龙岗 布吉,盈翠家园,2室1厅,59,低楼层,西北,208,35254,2001,2016.04
宝安 桃源居,桃源居三区,1室1厅,53,中楼层,东南 南,229,43207,2003,2016.04
福田 华强南,南光捷佳大厦,2室1厅,58,高楼层,东北,245,42241,2002,2016.04
罗湖 百仕达,百仕达乐湖,3室1厅,116,中楼层,北,755,65086,2009,2016.04
福田 园岭,园岭新村,4室2厅,138,低楼层,南,905,65579,1984,2016.04
罗湖 布心,碧岭华庭,2室2厅,74,高楼层,西北 东北,313,42297,2002,2016.04
福田 新洲,祥云天都世纪大厦,1室1厅,50,中楼层,北,260,52000,2007,2016.04
福田 石厦,益田村,3室1厅,88,高楼层,南,583,66250,2001,2016.04
龙岗 布吉,信和花园,2室2厅,74,中楼层,东南,230,31081,1999,2016.04
罗湖 布心,雍翠华府,2室1厅,44,低楼层,东北,220,50000,2004,2016.04
福田 笔架山,华新村,3室2厅,94,高楼层,南,620,65957,1984,2016.04
罗湖 东门,耀华楼,2室1厅,61,中楼层,东,148,24262,未知,2016.04
罗湖 地王,和平广场,3室1厅,76,中楼层,南,390.5,51381,未知,2016.04
龙岗 龙岗中心,奥林华府,5室2厅,165,高楼层,南,780,47272,2005,2016.04
盐田 沙头角,东部翠海轩,1室1厅,42,中楼层,西南,162,38571,2007,2016.04
龙华新区 观澜,招商澜园,3室2厅,89,中楼层,南,370,41573,未知,2016.04
龙岗 布吉,龙珠花园(布吉),2室1厅,57,未知楼层,西,178,31228,1999,2016.04
福田 新洲,绿景花园,4室2厅,131,中楼层,南,817,62366,2005,2016.04
龙岗 布吉,丽湖花园二期,3室1厅,64,高楼层,西北,174.5,27265,1997,2016.04
福田 新洲,嘉葆润金座,3室1厅,44,低楼层,西,309,70227,2013,2016.04
龙岗 龙岗中心,万科翰邻城,4室2厅,89,高楼层,南,410,46067,2011,2016.04
龙岗 龙岗中心,万科金色沁园,4室2厅,89,低楼层,南,382,42921,2010,2016.04
宝安 宝安中心,洪福雅苑,3室2厅,111,高楼层,西南,460,41441,2001,2016.04
宝安 宝安中心,花样年花郡(宝安),1室1厅,36,高楼层,南,234.5,65138,2010,2016.04
福田 新洲,荔树人家,3室2厅,90,中楼层,南 北,428,47555,1999,2016.04
罗湖 地王,风格名苑,1室1厅,41,中楼层,西北,247,60243,2007,2016.04
罗湖 笋岗,深城公寓,1室1厅,24,中楼层,北,105,43750,2000,2016.04
福田 福田中心,福景大厦,3室2厅,86,低楼层,东北,510,59302,1998,2016.04
龙岗 横岗,梧桐花园,4室2厅,100,低楼层,南 西北,232,23200,未知,2016.04
龙华新区 深圳北站,绿景公馆1866南区,4室2厅,89,高楼层,南,690,77528,2013,2016.04
福田 莲花,彩田村,3室2厅,92,高楼层,西南,655,71195,2002,2016.04
盐田 沙头角,碧海蓝天名苑,2室1厅,67,低楼层,西,279,41641,2002,2016.04
宝安 宝安中心,中南花园,2室2厅,80,中楼层,南,385,48125,2002,2016.04
福田 福田中心,彩天名苑,1室1厅,48,高楼层,东南,265,55208,2001,2016.04
罗湖 春风路,联城美园,1室0厅,30,高楼层,北,137,45666,2006,2016.04
宝安 西乡,天骄世家,3室2厅,97,低楼层,东南,453,46701,未知,2016.04
罗湖 黄贝岭,新天地名居,1室1厅,39,高楼层,东南,203,52051,2005,2016.04
南山 西丽,塘朗雅苑,1室1厅,25,高楼层,南,158,63200,2009,2016.04
罗湖 东门,洪湖大厦,1室1厅,38,中楼层,南,158,41578,2000,2016.04
福田 皇岗,阳基阳光城市,1室1厅,33,中楼层,东,205,62121,2004,2016.04
福田 八卦岭,城市主场,1室0厅,46,高楼层,西南,249,54130,2005,2016.04
南山 西丽,桃源村三期,3室2厅,92,中楼层,西南,480,52173,2008,2016.04
罗湖 黄贝岭,新天地名居,1室1厅,39,高楼层,东南,209.19,53638,2005,2016.04
龙岗 布吉,荣超花园,2室1厅,58,高楼层,东 东北,189.5,32672,2000,2016.04
龙岗 布吉,龙珠花园(布吉),2室1厅,60,高楼层,南,215.5,35916,1999,2016.04
龙岗 布吉,茵悦之生花园三期,2室1厅,70,高楼层,东北,290,41428,2006,2016.04
南山 科技园,汇景豪苑,2室1厅,66,高楼层,北,361.5,54772,未知,2016.04
南山 西丽,十五峯花园,2室1厅,86,中楼层,西南,520,60465,2010,2016.04
罗湖 地王,鸿翔花园,2室1厅,55,中楼层,南,305,55454,2006,2016.04
宝安 西乡,福安楼,3室2厅,85,中楼层,西北,313,36823,1998,2016.04
龙岗 龙岗中心,缤纷世纪,2室1厅,43,低楼层,东北,115,26744,2010,2016.04
罗湖 莲塘,聚宝综合楼,3室1厅,65,高楼层,南,287,44153,1995,2016.04
宝安 西乡,玉湖湾,4室2厅,89,高楼层,东南,590,66292,未知,2016.04
南山 后海,滨海之窗,3室2厅,105,中楼层,南,935,89047,2004,2016.04
福田 百花,长乐花园,3室2厅,157,中楼层,西南,1030,65605,1993,2016.04
龙华新区 民治,碧水龙庭,2室2厅,74,中楼层,西南,323.5,43716,2007,2016.04
福田 石厦,葵花公寓,1室1厅,36,低楼层,北,359,99722,2005,2016.04
龙华新区 民治,碧水龙庭,3室2厅,91,中楼层,南,489.9,53835,2007,2016.04
宝安 新安,都市翠海华苑,2室1厅,60,高楼层,东南,343.8,57300,2004,2016.04
龙岗 横岗,麟恒中心广场二期,1室1厅,33,低楼层,西南,148,44848,2013,2016.04
龙岗 龙岗中心,龙岗天健花园,2室2厅,83,低楼层,南,266,32048,2002,2016.04
龙岗 布吉,龙珠花园(布吉),2室1厅,59,中楼层,东,188,31864,1999,2016.04
南山 蛇口,南水小区,3室2厅,87,低楼层,南 北,410.8,47218,1990,2016.04
龙华新区 龙华中心,玉华花园,2室2厅,82,高楼层,南,270,32926,1995,2016.04
盐田 沙头角,海天一色雅居,2室2厅,66,高楼层,南,378,57272,2001,2016.04
龙华新区 深圳北站,锦绣江南一二期,5室2厅,156,高楼层,南,600,38461,2003,2016.04
龙岗 布吉,丽湖花园二期,3室2厅,84,中楼层,北,251,29880,1997,2016.04
盐田 盐田港,海滨假日,2室1厅,33,高楼层,北,170.5,51666,2007,2016.04
福田 梅林,碧云天,2室2厅,82,中楼层,东,420,51219,1999,2016.04
宝安 新安,新安湖花园,2室2厅,82,中楼层,西北,378.89,46206,1993,2016.04
龙岗 布吉,丽湖花园二期,2室1厅,55,中楼层,东,163,29636,1997,2016.04
龙岗 布吉,德兴花园,2室2厅,76,高楼层,南,215,28289,1995,2016.04
龙岗 布吉,鸿润豪苑,2室1厅,66,低楼层,东南,199,30151,2009,2016.04
罗湖 万象城,幸福里雅居（罗湖）,3室2厅,189,低楼层,东南,1476,78095,未知,2016.04
福田 新洲,荔树人家,2室1厅,80,低楼层,东,330,41250,1999,2016.04
宝安 宝安中心,金叶茗苑,3室2厅,100,高楼层,南,398,39800,2003,2016.04
罗湖 清水河,金祥都市花园,2室1厅,49,中楼层,南 东北,172,35102,1998,2016.04
南山 蛇口,鲸山觐海,4室2厅,296,中楼层,南,2356,79594,2014,2016.04
龙岗 布吉,佳兆业可园一期二期三期,3室2厅,70,中楼层,北,313.2,44742,2005,2016.04
罗湖 春风路,云景豪园,1室1厅,47,低楼层,东,194,41276,2002,2016.04
南山 西丽,十五峯花园,4室2厅,175,中楼层,西南,530,30285,2010,2016.04
福田 上下沙,金地花园,1室1厅,35,高楼层,西北,128,36571,1993,2016.04
龙华新区 深圳北站,金地梅陇镇三期,2室2厅,74,低楼层,南,364,49189,2009,2016.04
福田 梅林,翰岭院,3室2厅,111,高楼层,南,710,63963,2005,2016.04
南山 西丽,俊峰丽舍,3室2厅,99,中楼层,南,604,61010,2004,2016.04
南山 大学城,南国丽城,3室2厅,105,高楼层,西北,610,58095,2003,2016.04
福田 梅林,凯丰花园（逸园）二期,1室0厅,32,低楼层,南,172.8,54000,2005,2016.04
罗湖 东门,世濠大厦,3室1厅,40,低楼层,东南,237,59250,未知,2016.04
龙华新区 观澜,招商澜园,3室2厅,83,低楼层,南,338.8,40819,未知,2016.04
罗湖 新秀,京基东方都会,2室1厅,51,低楼层,东南,268,52549,2004,2016.04
罗湖 黄贝岭,庐峰翠苑,3室2厅,87,中楼层,西北,505,58045,1999,2016.04
福田 新洲,锦河苑,3室2厅,99,中楼层,南,530,53535,1998,2016.04
龙华新区 民治,潜龙鑫茂花园B区,2室1厅,61,中楼层,南,273,44754,2006,2016.04
福田 景田,景尚雅苑,1室1厅,38,高楼层,南,325,85526,2002,2016.04
宝安 宝安中心,卡罗社区,1室2厅,55,中楼层,东北,308,56000,2007,2016.04
罗湖 清水河,龙园山庄,1室1厅,44,中楼层,东南,185,42045,2006,2016.04
罗湖 布心,麟腾苑,3室2厅,58,高楼层,东北,230,39655,2001,2016.04
龙华新区 深圳北站,锦绣江南一二期,3室2厅,78,高楼层,东,302,38717,2003,2016.04
龙华新区 坂田,春华四季园,3室2厅,69,中楼层,南,367,53188,2006,2016.04
南山 红树湾,百仕达红树西岸,4室2厅,238,中楼层,南 北,2630,110504,2005,2016.04
福田 石厦,星座大厦,1室1厅,47,高楼层,东,343,72978,2005,2016.04
福田 梅林,深华公寓,1室1厅,43,高楼层,北,155,36046,未知,2016.04
福田 新洲,祥云天都世纪大厦,1室0厅,34,中楼层,东南,186,54705,2007,2016.04
罗湖 春风路,联城美园,1室0厅,27,中楼层,北,136,50370,2006,2016.04
